CodigoAbastecimento;CodigoPostoAbastecimento;CodigoFerrovia;DataReferencia;LitrosManobra;LitrosViagem;LitrosOutro
9878;46;1;01/09/2017 00:00:00;0;2148333;0
9879;38;1;01/09/2017 00:00:00;0;122284;0
9880;47;1;01/09/2017 00:00:00;0;155060;0
9881;45;1;01/09/2017 00:00:00;0;32800;0
9882;48;1;01/09/2017 00:00:00;0;200006;0
9883;44;1;01/09/2017 00:00:00;0;97968;0
9884;40;1;01/09/2017 00:00:00;0;922070;0
9885;41;1;01/09/2017 00:00:00;0;73413;0
9886;87;1;01/09/2017 00:00:00;0;379545;0
9887;50;1;01/09/2017 00:00:00;0;544468;0
9888;52;1;01/09/2017 00:00:00;0;603771;0
9889;49;1;01/09/2017 00:00:00;0;554739;0
9890;51;1;01/09/2017 00:00:00;0;57000;0
9891;92;1;01/09/2017 00:00:00;0;3900;0
9892;89;1;01/09/2017 00:00:00;0;69668;0
9893;85;5;01/09/2017 00:00:00;0;3400;0
9894;56;5;01/09/2017 00:00:00;0;4820373;0
9895;84;5;01/09/2017 00:00:00;0;3413588;0
9896;57;5;01/09/2017 00:00:00;0;586858;0
9897;62;7;01/09/2017 00:00:00;0;1694805;0
9898;86;9;01/09/2017 00:00:00;0;0;0
9899;59;9;01/09/2017 00:00:00;0;0;0
9900;37;1;01/09/2017 00:00:00;0;0;0
9901;39;1;01/09/2017 00:00:00;0;0;0
9902;91;1;01/09/2017 00:00:00;0;0;0
9903;42;1;01/09/2017 00:00:00;0;0;0
9904;94;1;01/09/2017 00:00:00;0;0;0
9905;93;1;01/09/2017 00:00:00;0;0;0
9906;90;1;01/09/2017 00:00:00;0;0;0
9907;95;1;01/09/2017 00:00:00;0;0;0
9908;54;1;01/09/2017 00:00:00;0;0;0
9909;88;1;01/09/2017 00:00:00;0;0;0
9910;55;1;01/09/2017 00:00:00;0;0;0
9911;43;1;01/09/2017 00:00:00;0;0;0
9912;96;1;01/09/2017 00:00:00;0;0;0
9913;14;4;01/09/2017 00:00:00;66369;2526153;15090
9914;18;4;01/09/2017 00:00:00;2315;88112;37773
9915;16;4;01/09/2017 00:00:00;0;0;0
9916;17;4;01/09/2017 00:00:00;192;7320;53115
9917;11;4;01/09/2017 00:00:00;326367;12422358;0
9918;99;8;01/09/2017 00:00:00;1685;206315;0
9919;20;8;01/09/2017 00:00:00;736;90134;0
9920;100;8;01/09/2017 00:00:00;0;0;0
9921;21;8;01/09/2017 00:00:00;3739;457850;8396
9922;22;8;01/09/2017 00:00:00;0;0;0
9923;102;8;01/09/2017 00:00:00;4924;602934;1027
9924;30;8;01/09/2017 00:00:00;8;992;0
9925;23;8;01/09/2017 00:00:00;1349;165167;6034
9926;25;8;01/09/2017 00:00:00;36512;4471166;0
9927;24;8;01/09/2017 00:00:00;12840;1572307;2498
9928;98;8;01/09/2017 00:00:00;524;64158;0
9929;19;8;01/09/2017 00:00:00;1912;234160;3490
9930;26;8;01/09/2017 00:00:00;9;1072;0
9931;27;8;01/09/2017 00:00:00;2744;336029;2328
9932;101;8;01/09/2017 00:00:00;0;0;0
9933;31;8;01/09/2017 00:00:00;0;0;0
9934;34;8;01/09/2017 00:00:00;192;23470;0
9935;35;8;01/09/2017 00:00:00;14340;1756016;1566
9936;105;8;01/09/2017 00:00:00;0;0;0
9937;32;8;01/09/2017 00:00:00;0;0;0
9938;29;8;01/09/2017 00:00:00;5561;680970;1209
9939;13;4;01/09/2017 00:00:00;0;0;0
9940;12;4;01/09/2017 00:00:00;0;0;48210
9941;106;8;01/09/2017 00:00:00;0;853978;3172
9942;33;8;01/09/2017 00:00:00;42966;5261421;8000
9943;28;8;01/09/2017 00:00:00;3678;450453;1385
9944;63;11;01/09/2017 00:00:00;1;187548;356
9945;66;11;01/09/2017 00:00:00;1;1105481;22181
9946;64;11;01/09/2017 00:00:00;1;4379066;70960
9947;68;11;01/09/2017 00:00:00;1;795370;5167
9948;69;11;01/09/2017 00:00:00;1;2027194;988
9949;65;11;01/09/2017 00:00:00;1;12654797;2630
9950;67;11;01/09/2017 00:00:00;1;930646;323
9951;36;12;01/09/2017 00:00:00;0;1261751;16004
9952;72;10;01/09/2017 00:00:00;8669;121361;2387
9953;2;3;01/09/2017 00:00:00;15534;2172410;12264
9954;3;3;01/09/2017 00:00:00;22144;3096731;9155
9955;8;3;01/09/2017 00:00:00;0;0;0
9956;10;3;01/09/2017 00:00:00;0;0;0
9957;1;3;01/09/2017 00:00:00;162962;22789476;57715
9958;7;3;01/09/2017 00:00:00;0;0;0
9959;83;6;01/09/2017 00:00:00;0;161084;0
9960;71;6;01/09/2017 00:00:00;3001;2651;29
9961;103;2;01/09/2017 00:00:00;0;79055;0
9962;73;2;01/09/2017 00:00:00;0;0;0
9963;97;2;01/09/2017 00:00:00;0;95655;0
9964;79;2;01/09/2017 00:00:00;0;0;0
9965;75;2;01/09/2017 00:00:00;0;0;0
9966;104;2;01/09/2017 00:00:00;0;117479;0
9967;80;2;01/09/2017 00:00:00;0;0;0
9968;76;2;01/09/2017 00:00:00;0;0;0
9969;82;2;01/09/2017 00:00:00;0;21746;0
9970;77;2;01/09/2017 00:00:00;0;20733;0
9971;78;2;01/09/2017 00:00:00;0;142674;0
9972;74;2;01/09/2017 00:00:00;0;0;0
9973;81;2;01/09/2017 00:00:00;0;275093;0
9974;63;11;01/10/2017 00:00:00;1;82008;319
9975;66;11;01/10/2017 00:00:00;1;911110;17396
9976;64;11;01/10/2017 00:00:00;1;4778085;40433
9977;68;11;01/10/2017 00:00:00;1;839885;3518
9978;69;11;01/10/2017 00:00:00;1;1959875;5037
9979;65;11;01/10/2017 00:00:00;1;12427608;27256
9980;67;11;01/10/2017 00:00:00;1;910001;154
9981;99;8;01/10/2017 00:00:00;2105;214895;0
9982;20;8;01/10/2017 00:00:00;1267;129385;0
9983;100;8;01/10/2017 00:00:00;0;0;0
9984;21;8;01/10/2017 00:00:00;4010;409366;9212
9985;22;8;01/10/2017 00:00:00;175;17855;0
9986;102;8;01/10/2017 00:00:00;4024;410778;4132
9987;30;8;01/10/2017 00:00:00;0;0;0
9989;23;8;01/10/2017 00:00:00;1943;198397;5498
9990;25;8;01/10/2017 00:00:00;40573;4160573;492
9991;24;8;01/10/2017 00:00:00;15343;1566436;12737
9992;98;8;01/10/2017 00:00:00;648;66200;0
9993;19;8;01/10/2017 00:00:00;3177;318244;4054
9994;26;8;01/10/2017 00:00:00;0;0;0
9995;27;8;01/10/2017 00:00:00;3329;339904;1796
9996;101;8;01/10/2017 00:00:00;0;0;0
9997;33;8;01/10/2017 00:00:00;54085;5521648;112
9998;31;8;01/10/2017 00:00:00;0;0;0
9999;34;8;01/10/2017 00:00:00;295;30127;0
10000;28;8;01/10/2017 00:00:00;3021;308444;906
10001;35;8;01/10/2017 00:00:00;16297;1663766;399
10002;105;8;01/10/2017 00:00:00;0;0;0
10003;32;8;01/10/2017 00:00:00;0;0;0
10004;29;8;01/10/2017 00:00:00;5898;602187;1033
10005;36;12;01/10/2017 00:00:00;24828;1410288;686
10006;99;8;01/11/2014 00:00:00;1973;131030;0
10007;20;8;01/11/2014 00:00:00;2847;189134;4975
10008;100;8;01/11/2014 00:00:00;0;0;0
10009;21;8;01/11/2014 00:00:00;11686;776265;799
10010;22;8;01/11/2014 00:00:00;0;0;0
10011;102;8;01/11/2014 00:00:00;35882;2383601;10866
10012;30;8;01/11/2014 00:00:00;0;0;0
10014;23;8;01/11/2014 00:00:00;5538;367903;4683
10015;25;8;01/11/2014 00:00:00;27134;1802467;1234
10016;24;8;01/11/2014 00:00:00;22974;1526130;1647
10017;98;8;01/11/2014 00:00:00;956;63533;0
10018;19;8;01/11/2014 00:00:00;4749;315498;3144
10019;26;8;01/11/2014 00:00:00;0;0;0
10020;27;8;01/11/2014 00:00:00;9122;605983;555
10021;101;8;01/11/2014 00:00:00;674;44799;0
10022;33;8;01/11/2014 00:00:00;40242;2673207;0
10023;31;8;01/11/2014 00:00:00;1261;83736;2623
10024;34;8;01/11/2014 00:00:00;3832;254554;646
10025;28;8;01/11/2014 00:00:00;6337;420962;525
10026;35;8;01/11/2014 00:00:00;30967;2057084;823
10027;32;8;01/11/2014 00:00:00;176;11703;0
10028;29;8;01/11/2014 00:00:00;6392;424641;2301
10029;106;8;01/10/2017 00:00:00;7689;785025;0
10030;106;8;01/11/2014 00:00:00;0;0;0
10031;105;8;01/11/2014 00:00:00;0;0;0
10032;106;8;01/12/2014 00:00:00;0;0;0
10033;105;8;01/12/2014 00:00:00;0;0;0
10034;106;8;01/09/2015 00:00:00;0;0;0
10035;105;8;01/09/2015 00:00:00;0;0;0
10036;14;4;01/10/2017 00:00:00;84716;3088169;39967
10037;18;4;01/10/2017 00:00:00;2321;84624;28739
10038;16;4;01/10/2017 00:00:00;0;0;0
10039;17;4;01/10/2017 00:00:00;464;16923;35574
10040;11;4;01/10/2017 00:00:00;346267;12622527;0
10041;13;4;01/10/2017 00:00:00;0;0;0
10042;12;4;01/10/2017 00:00:00;0;0;62280
10043;83;6;01/10/2017 00:00:00;0;193304;589
10044;71;6;01/10/2017 00:00:00;2101;8044;899
10045;72;10;01/10/2017 00:00:00;7979;111712;3919
10046;2;3;01/10/2017 00:00:00;18866;2431323;14429
10047;3;3;01/10/2017 00:00:00;25921;3340410;8196
10048;8;3;01/10/2017 00:00:00;0;0;0
10049;10;3;01/10/2017 00:00:00;0;0;0
10050;1;3;01/10/2017 00:00:00;192425;24797864;56932
10051;7;3;01/10/2017 00:00:00;0;0;0
10052;53;1;01/10/2017 00:00:00;0;625597;0
10053;46;1;01/10/2017 00:00:00;0;2191734;0
10054;38;1;01/10/2017 00:00:00;0;184762;0
10055;43;1;01/10/2017 00:00:00;0;0;0
10056;47;1;01/10/2017 00:00:00;0;182672;0
10057;45;1;01/10/2017 00:00:00;0;34400;0
10058;48;1;01/10/2017 00:00:00;0;197402;0
10059;44;1;01/10/2017 00:00:00;0;117665;0
10060;40;1;01/10/2017 00:00:00;0;810029;0
10061;41;1;01/10/2017 00:00:00;0;68429;0
10062;87;1;01/10/2017 00:00:00;0;331023;0
10063;96;1;01/10/2017 00:00:00;0;5000;0
10064;50;1;01/10/2017 00:00:00;0;590203;0
10065;52;1;01/10/2017 00:00:00;0;583460;0
10066;49;1;01/10/2017 00:00:00;0;544677;0
10067;51;1;01/10/2017 00:00:00;0;83173;0
10068;92;1;01/10/2017 00:00:00;0;3250;0
10069;89;1;01/10/2017 00:00:00;0;41055;0
10070;85;5;01/10/2017 00:00:00;0;10270;0
10071;56;5;01/10/2017 00:00:00;0;5097567;0
10072;84;5;01/10/2017 00:00:00;0;3721161;0
10073;57;5;01/10/2017 00:00:00;0;453876;0
10074;60;9;01/10/2017 00:00:00;0;43000;0
10075;61;9;01/10/2017 00:00:00;0;212083;0
10076;58;9;01/10/2017 00:00:00;0;12762;0
10077;62;7;01/10/2017 00:00:00;0;1851709;0
10078;86;9;01/10/2017 00:00:00;0;0;0
10079;59;9;01/10/2017 00:00:00;0;0;0
10080;37;1;01/10/2017 00:00:00;0;0;0
10081;39;1;01/10/2017 00:00:00;0;0;0
10082;91;1;01/10/2017 00:00:00;0;0;0
10083;42;1;01/10/2017 00:00:00;0;0;0
10084;94;1;01/10/2017 00:00:00;0;0;0
10085;93;1;01/10/2017 00:00:00;0;0;0
10086;90;1;01/10/2017 00:00:00;0;0;0
10087;95;1;01/10/2017 00:00:00;0;0;0
10088;54;1;01/10/2017 00:00:00;0;0;0
10089;88;1;01/10/2017 00:00:00;0;0;0
10090;55;1;01/10/2017 00:00:00;0;0;0
10091;103;2;01/10/2017 00:00:00;0;63985;0
10092;73;2;01/10/2017 00:00:00;0;0;0
10093;97;2;01/10/2017 00:00:00;0;126387;0
10094;79;2;01/10/2017 00:00:00;0;0;0
10095;75;2;01/10/2017 00:00:00;0;0;0
10096;104;2;01/10/2017 00:00:00;0;134646;0
10097;80;2;01/10/2017 00:00:00;0;0;0
10098;76;2;01/10/2017 00:00:00;0;0;0
10099;82;2;01/10/2017 00:00:00;0;17610;0
10100;77;2;01/10/2017 00:00:00;0;3641;0
10101;78;2;01/10/2017 00:00:00;0;133365;0
10102;74;2;01/10/2017 00:00:00;0;0;0
10103;81;2;01/10/2017 00:00:00;0;299010;0
10104;99;8;01/11/2017 00:00:00;1389;136111;0
10105;20;8;01/11/2017 00:00:00;1303;127751;0
10106;100;8;01/11/2017 00:00:00;0;0;0
10107;21;8;01/11/2017 00:00:00;4414;432636;842
10108;22;8;01/11/2017 00:00:00;233;22818;0
10109;102;8;01/11/2017 00:00:00;4950;485100;4036
10110;30;8;01/11/2017 00:00:00;0;0;0
10111;106;8;01/11/2017 00:00:00;8469;830042;0
10112;23;8;01/11/2017 00:00:00;1718;168364;4748
10113;25;8;01/11/2017 00:00:00;38927;3815267;16264
10114;98;8;01/11/2017 00:00:00;631;61867;0
10115;19;8;01/11/2017 00:00:00;2206;216193;1869
10116;26;8;01/11/2017 00:00:00;0;0;0
10117;27;8;01/11/2017 00:00:00;2091;204920;1619
10118;101;8;01/11/2017 00:00:00;73;7148;0
10119;33;8;01/11/2017 00:00:00;44518;4363168;0
10120;31;8;01/11/2017 00:00:00;0;0;0
10121;34;8;01/11/2017 00:00:00;107;10444;0
10122;28;8;01/11/2017 00:00:00;3434;336594;1255
10123;35;8;01/11/2017 00:00:00;17224;1688165;314
10124;105;8;01/11/2017 00:00:00;0;0;0
10125;32;8;01/11/2017 00:00:00;0;0;0
10126;29;8;01/11/2017 00:00:00;6684;665068;361
10127;36;12;01/11/2017 00:00:00;35237;843487;3034
10128;53;1;01/11/2017 00:00:00;0;645031;0
10129;46;1;01/11/2017 00:00:00;0;1162844;0
10130;38;1;01/11/2017 00:00:00;0;177836;0
10131;47;1;01/11/2017 00:00:00;0;97472;0
10132;45;1;01/11/2017 00:00:00;0;15300;0
10133;48;1;01/11/2017 00:00:00;0;94322;0
10134;44;1;01/11/2017 00:00:00;0;146421;0
10135;40;1;01/11/2017 00:00:00;0;578294;0
10136;41;1;01/11/2017 00:00:00;0;81060;0
10137;87;1;01/11/2017 00:00:00;0;203095;0
10138;96;1;01/11/2017 00:00:00;0;2000;0
10139;50;1;01/11/2017 00:00:00;0;667769;0
10140;52;1;01/11/2017 00:00:00;0;598806;0
10141;49;1;01/11/2017 00:00:00;0;619387;0
10142;51;1;01/11/2017 00:00:00;0;35000;0
10143;92;1;01/11/2017 00:00:00;0;12432;0
10144;89;1;01/11/2017 00:00:00;0;36408;0
10145;37;1;01/11/2017 00:00:00;0;0;0
10146;39;1;01/11/2017 00:00:00;0;0;0
10147;91;1;01/11/2017 00:00:00;0;0;0
10148;42;1;01/11/2017 00:00:00;0;0;0
10149;94;1;01/11/2017 00:00:00;0;0;0
10150;93;1;01/11/2017 00:00:00;0;0;0
10151;90;1;01/11/2017 00:00:00;0;0;0
10152;95;1;01/11/2017 00:00:00;0;0;0
10153;54;1;01/11/2017 00:00:00;0;0;0
10154;88;1;01/11/2017 00:00:00;0;0;0
10155;55;1;01/11/2017 00:00:00;0;0;0
10156;43;1;01/11/2017 00:00:00;0;0;0
10157;60;9;01/11/2017 00:00:00;0;40500;0
10158;61;9;01/11/2017 00:00:00;0;195974;0
10159;58;9;01/11/2017 00:00:00;0;3984;0
10160;86;9;01/11/2017 00:00:00;0;0;0
10161;59;9;01/11/2017 00:00:00;0;0;0
10162;85;5;01/11/2017 00:00:00;0;4526;0
10163;56;5;01/11/2017 00:00:00;0;4672780;0
10164;84;5;01/11/2017 00:00:00;0;3290185;0
10165;57;5;01/11/2017 00:00:00;0;521849;0
10166;62;7;01/11/2017 00:00:00;0;1890262;0
10167;83;6;01/11/2017 00:00:00;0;244937;0
10168;71;6;01/11/2017 00:00:00;4691;3245;115
10169;24;8;01/11/2017 00:00:00;15803;1548833;4588
10170;63;11;01/11/2017 00:00:00;1;109082;348
10171;66;11;01/11/2017 00:00:00;1;965120;23150
10172;64;11;01/11/2017 00:00:00;1;4279632;47083
10173;68;11;01/11/2017 00:00:00;1;701082;5545
10174;69;11;01/11/2017 00:00:00;1;1998098;1140
10175;65;11;01/11/2017 00:00:00;1;11106101;10209
10176;67;11;01/11/2017 00:00:00;1;1026793;3543
10177;13;4;01/11/2017 00:00:00;0;0;0
10178;18;4;01/11/2017 00:00:00;2008;76125;17973
10179;14;4;01/11/2017 00:00:00;77052;2921065;27590
10180;16;4;01/11/2017 00:00:00;0;0;0
10181;17;4;01/11/2017 00:00:00;373;14135;63275
10182;12;4;01/11/2017 00:00:00;0;0;50330
10183;11;4;01/11/2017 00:00:00;313186;11873057;0
10184;2;3;01/11/2017 00:00:00;14842;2200427;24044
10185;3;3;01/11/2017 00:00:00;21289;3156243;12685
10186;8;3;01/11/2017 00:00:00;0;0;0
10187;10;3;01/11/2017 00:00:00;0;0;0
10188;1;3;01/11/2017 00:00:00;155451;23046165;45343
10189;7;3;01/11/2017 00:00:00;0;0;0
10190;72;10;01/11/2017 00:00:00;8719;122069;2575
10191;103;2;01/11/2017 00:00:00;0;91239;0
10192;73;2;01/11/2017 00:00:00;0;0;0
10193;97;2;01/11/2017 00:00:00;0;139369;0
10194;79;2;01/11/2017 00:00:00;0;0;0
10195;75;2;01/11/2017 00:00:00;0;0;0
10196;104;2;01/11/2017 00:00:00;0;123321;0
10197;80;2;01/11/2017 00:00:00;0;0;0
10198;76;2;01/11/2017 00:00:00;0;0;0
10199;82;2;01/11/2017 00:00:00;0;14812;0
10200;77;2;01/11/2017 00:00:00;0;14986;0
10201;78;2;01/11/2017 00:00:00;0;157757;0
10202;74;2;01/11/2017 00:00:00;0;0;0
10203;81;2;01/11/2017 00:00:00;0;292292;0
10204;53;1;01/12/2017 00:00:00;0;619038;0
10205;46;1;01/12/2017 00:00:00;0;1578757;0
10206;38;1;01/12/2017 00:00:00;0;206100;0
10207;43;1;01/12/2017 00:00:00;0;5000;0
10208;47;1;01/12/2017 00:00:00;0;152467;0
10209;45;1;01/12/2017 00:00:00;0;21027;0
10210;48;1;01/12/2017 00:00:00;0;98656;0
10211;44;1;01/12/2017 00:00:00;0;97149;0
10212;40;1;01/12/2017 00:00:00;0;891434;0
10213;41;1;01/12/2017 00:00:00;0;63245;0
10214;87;1;01/12/2017 00:00:00;0;281284;0
10215;96;1;01/12/2017 00:00:00;0;124980;0
10216;50;1;01/12/2017 00:00:00;0;642288;0
10217;52;1;01/12/2017 00:00:00;0;560874;0
10218;49;1;01/12/2017 00:00:00;0;626928;0
10219;51;1;01/12/2017 00:00:00;0;52000;0
10220;92;1;01/12/2017 00:00:00;0;3500;0
10221;89;1;01/12/2017 00:00:00;0;61536;0
10222;37;1;01/12/2017 00:00:00;0;0;0
10223;39;1;01/12/2017 00:00:00;0;0;0
10224;91;1;01/12/2017 00:00:00;0;0;0
10225;42;1;01/12/2017 00:00:00;0;0;0
10226;94;1;01/12/2017 00:00:00;0;0;0
10227;93;1;01/12/2017 00:00:00;0;0;0
10228;90;1;01/12/2017 00:00:00;0;0;0
10229;95;1;01/12/2017 00:00:00;0;0;0
10230;54;1;01/12/2017 00:00:00;0;0;0
10231;88;1;01/12/2017 00:00:00;0;0;0
10232;55;1;01/12/2017 00:00:00;0;0;0
10233;60;9;01/12/2017 00:00:00;0;32000;0
10234;61;9;01/12/2017 00:00:00;0;170875;0
10235;58;9;01/12/2017 00:00:00;0;15190;0
10236;86;9;01/12/2017 00:00:00;0;0;0
10237;59;9;01/12/2017 00:00:00;0;0;0
10238;85;5;01/12/2017 00:00:00;0;3606;0
10239;56;5;01/12/2017 00:00:00;0;4776451;0
10240;84;5;01/12/2017 00:00:00;0;3304370;0
10241;57;5;01/12/2017 00:00:00;0;661302;0
10242;62;7;01/12/2017 00:00:00;0;1717596;0
10243;72;10;01/12/2017 00:00:00;6729;94199;1469
10244;99;8;01/12/2017 00:00:00;1644;123856;0
10245;20;8;01/12/2017 00:00:00;1623;122297;0
10246;100;8;01/12/2017 00:00:00;0;0;0
10247;21;8;01/12/2017 00:00:00;5908;445089;5113
10248;22;8;01/12/2017 00:00:00;79;5924;0
10249;102;8;01/12/2017 00:00:00;9110;686301;0
10250;30;8;01/12/2017 00:00:00;0;0;0
10251;106;8;01/12/2017 00:00:00;10749;809817;0
10252;23;8;01/12/2017 00:00:00;2736;206123;3689
10253;25;8;01/12/2017 00:00:00;50389;3796114;2512
10254;24;8;01/12/2017 00:00:00;20498;1544265;2217
10255;98;8;01/12/2017 00:00:00;1050;79067;0
10256;19;8;01/12/2017 00:00:00;3640;274223;2218
10257;26;8;01/12/2017 00:00:00;0;0;0
10258;27;8;01/12/2017 00:00:00;3980;299819;3704
10259;101;8;01/12/2017 00:00:00;0;0;0
10260;33;8;01/12/2017 00:00:00;47775;3599142;489
10261;31;8;01/12/2017 00:00:00;0;0;0
10262;34;8;01/12/2017 00:00:00;100;7568;0
10263;28;8;01/12/2017 00:00:00;4591;345842;1801
10264;35;8;01/12/2017 00:00:00;21675;1632921;905
10265;105;8;01/12/2017 00:00:00;0;0;0
10266;32;8;01/12/2017 00:00:00;0;0;0
10267;29;8;01/12/2017 00:00:00;4656;350763;562
10268;36;12;01/12/2017 00:00:00;0;500843;6989
10269;83;6;01/12/2017 00:00:00;0;244136;0
10270;71;6;01/12/2017 00:00:00;0;4071;28
10271;13;4;01/12/2017 00:00:00;0;0;0
10272;18;4;01/12/2017 00:00:00;2008;76125;17973
10273;14;4;01/12/2017 00:00:00;77052;2921065;27590
10274;16;4;01/12/2017 00:00:00;0;0;0
10275;17;4;01/12/2017 00:00:00;373;14135;63275
10276;12;4;01/12/2017 00:00:00;0;0;50330
10277;11;4;01/12/2017 00:00:00;313186;11873057;0
10278;2;3;01/12/2017 00:00:00;15962;2558534;13095
10279;3;3;01/12/2017 00:00:00;21821;3497739;12194
10280;8;3;01/12/2017 00:00:00;0;0;0
10281;10;3;01/12/2017 00:00:00;0;0;0
10282;1;3;01/12/2017 00:00:00;159125;25506152;52120
10283;7;3;01/12/2017 00:00:00;0;0;0
10284;63;11;01/12/2017 00:00:00;1;69249;123
10285;66;11;01/12/2017 00:00:00;1;1159533;26687
10286;64;11;01/12/2017 00:00:00;1;3711787;69844
10287;68;11;01/12/2017 00:00:00;1;565583;3551
10288;69;11;01/12/2017 00:00:00;1;1782667;1193
10289;65;11;01/12/2017 00:00:00;1;10659549;690
10290;67;11;01/12/2017 00:00:00;1;1089450;0
10291;103;2;01/12/2017 00:00:00;0;86018;0
10292;73;2;01/12/2017 00:00:00;0;0;0
10293;97;2;01/12/2017 00:00:00;0;129782;0
10294;79;2;01/12/2017 00:00:00;0;0;0
10295;75;2;01/12/2017 00:00:00;0;0;0
10296;104;2;01/12/2017 00:00:00;0;105645;0
10297;80;2;01/12/2017 00:00:00;0;0;0
10298;76;2;01/12/2017 00:00:00;0;0;0
10299;82;2;01/12/2017 00:00:00;0;394;0
10300;77;2;01/12/2017 00:00:00;0;17104;0
10301;78;2;01/12/2017 00:00:00;0;146698;0
10302;74;2;01/12/2017 00:00:00;0;0;0
10303;81;2;01/12/2017 00:00:00;0;298397;0
10304;53;1;01/01/2018 00:00:00;0;611383;0
10305;46;1;01/01/2018 00:00:00;0;1087869;0
10306;38;1;01/01/2018 00:00:00;0;359036;0
10307;47;1;01/01/2018 00:00:00;0;127853;0
10308;45;1;01/01/2018 00:00:00;0;27800;0
10309;48;1;01/01/2018 00:00:00;0;129512;0
10310;44;1;01/01/2018 00:00:00;0;53766;0
10311;40;1;01/01/2018 00:00:00;0;527719;0
10312;41;1;01/01/2018 00:00:00;0;79416;0
10313;87;1;01/01/2018 00:00:00;0;219376;0
10314;96;1;01/01/2018 00:00:00;0;242413;0
10315;50;1;01/01/2018 00:00:00;0;515311;0
10316;52;1;01/01/2018 00:00:00;0;633635;0
10317;49;1;01/01/2018 00:00:00;0;577190;0
10318;51;1;01/01/2018 00:00:00;0;52950;0
10319;89;1;01/01/2018 00:00:00;0;67475;0
10320;86;9;01/01/2018 00:00:00;0;5500;0
10321;60;9;01/01/2018 00:00:00;0;37000;0
10322;61;9;01/01/2018 00:00:00;0;174036;0
10323;58;9;01/01/2018 00:00:00;0;4005;0
10324;62;7;01/01/2018 00:00:00;0;998017;0
10325;85;5;01/01/2018 00:00:00;0;6311;0
10326;56;5;01/01/2018 00:00:00;0;3614924;0
10327;84;5;01/01/2018 00:00:00;0;2322691;0
10328;57;5;01/01/2018 00:00:00;0;784805;0
10329;59;9;01/01/2018 00:00:00;0;0;0
10330;37;1;01/01/2018 00:00:00;0;0;0
10331;39;1;01/01/2018 00:00:00;0;0;0
10332;91;1;01/01/2018 00:00:00;0;0;0
10333;42;1;01/01/2018 00:00:00;0;0;0
10334;94;1;01/01/2018 00:00:00;0;0;0
10335;93;1;01/01/2018 00:00:00;0;0;0
10336;90;1;01/01/2018 00:00:00;0;0;0
10337;95;1;01/01/2018 00:00:00;0;0;0
10338;54;1;01/01/2018 00:00:00;0;0;0
10339;92;1;01/01/2018 00:00:00;0;0;0
10340;88;1;01/01/2018 00:00:00;0;0;0
10341;55;1;01/01/2018 00:00:00;0;0;0
10342;43;1;01/01/2018 00:00:00;0;0;0
10343;13;4;01/01/2018 00:00:00;0;0;0
10344;18;4;01/01/2018 00:00:00;324;11995;26137
10345;14;4;01/01/2018 00:00:00;63419;2347963;30483
10346;16;4;01/01/2018 00:00:00;0;0;0
10347;17;4;01/01/2018 00:00:00;95;3528;26310
10348;12;4;01/01/2018 00:00:00;0;0;71860
10349;11;4;01/01/2018 00:00:00;300432;11122848;0
10350;99;8;01/01/2018 00:00:00;1840;112463;0
10351;20;8;01/01/2018 00:00:00;2086;127486;0
10352;100;8;01/01/2018 00:00:00;0;0;0
10353;21;8;01/01/2018 00:00:00;9402;574550;1019
10354;22;8;01/01/2018 00:00:00;97;5923;0
10355;102;8;01/01/2018 00:00:00;6061;370396;100
10356;30;8;01/01/2018 00:00:00;0;0;0
10357;106;8;01/01/2018 00:00:00;14690;897717;601
10358;23;8;01/01/2018 00:00:00;4053;247673;4526
10359;25;8;01/01/2018 00:00:00;28983;1771231;2975
10360;24;8;01/01/2018 00:00:00;22430;1370768;2726
10361;98;8;01/01/2018 00:00:00;765;46730;0
10362;19;8;01/01/2018 00:00:00;5626;343837;3051
10363;26;8;01/01/2018 00:00:00;255;15612;0
10364;27;8;01/01/2018 00:00:00;5081;310516;1516
10365;101;8;01/01/2018 00:00:00;0;0;0
10366;33;8;01/01/2018 00:00:00;43500;2658342;3644
10367;31;8;01/01/2018 00:00:00;0;0;0
10368;34;8;01/01/2018 00:00:00;101;6200;0
10369;28;8;01/01/2018 00:00:00;5743;350936;1508
10370;35;8;01/01/2018 00:00:00;23955;1463913;4126
10371;105;8;01/01/2018 00:00:00;0;0;0
10372;32;8;01/01/2018 00:00:00;0;0;0
10373;29;8;01/01/2018 00:00:00;6405;391392;393
10374;36;12;01/01/2018 00:00:00;15772;331627;328
10375;2;3;01/01/2018 00:00:00;18093;2331697;19197
10376;3;3;01/01/2018 00:00:00;27204;3505743;7864
10377;8;3;01/01/2018 00:00:00;0;0;0
10378;10;3;01/01/2018 00:00:00;0;0;0
10379;1;3;01/01/2018 00:00:00;180959;23320243;47085
10380;7;3;01/01/2018 00:00:00;0;0;0
10381;63;11;01/01/2018 00:00:00;1;136467;358
10382;66;11;01/01/2018 00:00:00;1;905487;41432
10383;64;11;01/01/2018 00:00:00;1;4476470;55394
10384;68;11;01/01/2018 00:00:00;1;599684;2662
10385;69;11;01/01/2018 00:00:00;1;596341;878
10386;65;11;01/01/2018 00:00:00;1;10160658;1834
10387;67;11;01/01/2018 00:00:00;1;926095;24471
10388;83;6;01/01/2018 00:00:00;0;309142;2028
10389;71;6;01/01/2018 00:00:00;4272;4918;9
