CodigoPessoaJuridica;CodigoTipoEmpresa;RazaoSocial;NomeFantasia;NumeroCNPJ;NumeroInscricaoEstadual
1440;1;TCF - TRIUNFO COMÉRCIO DE FERRO LTDA;TCF;3424507000241;
1442;1;TRANSTRIL COMÉRCIO E EXPORTAÇÃO LTDA;Transtril;1480299000515;
1443;1;TRANSPORTES SÃO GERALDO LTDA;;25284506001415;
1444;2;USIFAST LOGÍSTICA INDÚSTRIAL S/A;Usifast Logística;86613403000121;
1446;1;GABRIELA REVESTIMENTOS CERÂMICOS LTDA;;79406088000104;
1447;1;ANGELGRES REVESTIMENTOS CERÂMICOS LTDA;;75790287000108;
1448;1;CRICIUMA TERMINAL INTERMODAL LTDA;;7503229000198;
1449;1;CERÂMICA URUSSANGA S/A;;86530318000108;
1450;1;SALVARO INDÚSTRIA E COMÉRCIO DE MADEIRAS LTDA;;80142250000103;
1451;1;INDÚSTRIA METALURGICA SANTA LIBERA LTDA;;80070378000109;
1452;1;ARCELORMITTAL BRASIL S/A;;17469701006612;
1453;2;MONTE SANTO MINERADORA E EXPORTADORA;Monte Santo;62644505000227;
1454;1;TERRA NOVA IMPORTAÇÃO E EXPORTAÇÃO LTDA;Terra Nova;39828926000105;
1455;1;READY DO BRASIL INDÚSTRIA E COMÉRCIO;Ready;20172920000102;
1456;1;CDI REPRESENTAÇÕES E DISTRIBUIÇÃO DE ALIMENTOS;Universe;4365341000200;
1457;1;ALFA DISTRIBUIDORA DE PRODUTOS DE SUPERMERCADO;Alfa;7612528000160;
1458;1;DIRETA GERAIS DISTRIBUIDORA DE ALIMENTOS;Direta;7526829000171;
1459;1;UNIMETAL INDÚSTRIA COMÉRCIO E EMPREENDIMENTOS LTDA;Unimetal;15181688000716;
1460;1;SOCOIMEX SIDERÚRGIA LTDA;Socoimex;7304061000191;
1461;1;ADM DO BRASIL LTDA;;2003402007692;
1462;1;FERTILIZANTES HERINGER S/A;;22266175000188;
1463;1;RMN ENGENHARIA E COMÉRCIO LTDA;;6242303000105;
1464;1;ACINDAR DO BRASIL LTDA;;67452037000474;
1465;1;ADELINO ANTONIAZZI IND. MOAGEIRA;;87640637000120;
1466;1;COOP. DOS SUINOC. DE ENCANTADOS LTDA;;89305239000183;
1467;1;COOPERATIVA LANGUIRU LTDA;Cooperativa Lan;89774160002650;
1470;1;AGRO - MERCANTIL KRAEMER LTDA;;77116770000200;
1471;1;AGROPEC.SANTA MARIA DO CERNE LTDA;;5420042000103;
1473;1;COPESUL - CIA PEETROQUÍMICA DO SUL LTDA;;88948492000192;
1474;1;AGROREGIONAL IMP. EXP. E COM. CEREAIS;;5415623000149;
1475;1;ALGODOEIRA PALMERENSE;;12505731000259;
1476;1;ALIBEM COMERCIAL DE ALIMENTOS LTDA;;3941052000908;
1480;1;COMPANHIA SIDERURGICA NACIONAL;;33042730000104;
1481;1;BELAGRICOLA COM E REP DE PRODUTOS AGRICOLAS LTDA;;79038097001153;
1484;1;BIG FOODS IND. DE PROD. ALIMENT. LTDA;;1858777000154;
1485;2;BUNGE ALIMENTOS S/A;BUNGE;84046101001912;
1486;1;BUN - TECH, TECNOLOGIA EM INSUMOS LTDA;;56998438000165;
1488;1;CALHERÃO E FILHO LTDA;;87653887000103;
1489;1;CAMERA AGROALIMENTOS S/A;;98248644000106;
1491;2;CARGILL AGRICOLA S A;;60498706029481;
1492;2;CARGILL AGRICOLA S A;;60498706004144;
1494;1;COSAN LUBRIFICANTES E ESPECIALIDADES S/A;;33000092024505;
1496;2;FERTILIZANTES HERINGER S/A;;22266175002040;
1497;1;FERTILIZANTES PIRATINI LTDA;;78937158000260;
1498;1;FERTIPAR BANDEIRANTES LTDA;;4081068000284;
1499;2;SAGA IMPORTAÇÃO E EXPORTAÇÃO S/A;;39308655000167;
1500;2;BUNGE FERTILIZANTES S/A;;61082822016904;
1501;1;MINASFORT DIST. DE ALIMENTOS IMP. E EXP.;Minasfort;6125316000277;
1502;1;NACIONAL DE GRAFITE;Nascional;21228861000100;
1503;2;LAFARGE BRASIL S/A;;61403127006004;
1504;2;HOLCIM (BRASIL) S/A;Holcim;60869336008100;
1505;1;BRASIL CONTACT TRADERS IMPORTAÇÃO E EXPORTAÇÃO LTDA;;5941630000184;
1506;1;M STONE COMERCIAL EXPORTADORA LTDA;;7309505000181;
1507;1;GRANASA GRANITOS NACIONAIS LTDA;;27354703000255;
1508;1;MINERAÇÃO GRANDUVALE LTDA;;5284593000189;
1509;1;ZAMPERLINI IMPORTAÇÃO E EXPORTAÇÃO LTDA;;5584455000115;
1510;1;ADM DO BRASIL LTDA;;2003402006459;
1511;1;ADM DO BRASIL LTDA;;2003402001732;
1512;1;ADM DO BRASIL LTDA;;2003402004596;
1513;1;ADM DO BRASIL LTDA;;2003402003000;
1514;1;ADM DO BRASIL LTDA;;2003402002208;
1515;1;ETNA GRANITOS DO BRASIL LTDA;;5853782000125;
1516;1;RONZONI ROCHAS IMPORT & EXPORT LTDA;;4362102000108;
1517;2;DOUX FRANGOSUL S/A AGRO AVICOLA IND;DOUX FRANGOSUL;91374561000378;
1520;1;LTI - LOGÍSTICA TRANSP.COM.SERV.LTDA;;976543000149;
1521;1;M&G FIBRAS E RESINAS LTDA.;;57507626000610;
1522;1;MACROFERTIL - INDÚSTRIA E COMÉRCIO DE FERTILIZANTES LTDA;;76082320000876;
1523;1;CERÂMICA ROCHA LTDA;;2387252000140;
1524;1;ZAELI ALIMENTOS SUL LTDA;;2285042000141;
1525;1;CEREAGRO S/A;;75892067000500;
1526;1;WILPORT OPERADORES PORTUÁRIOS LTDA;;51077576000511;
1528;1;WHITE MARTINS G.I. LTDA;;35820448005014;
1530;1;NOVA AMERICA AGRICOLA LTDA;;61383386000152;
1531;2;CIA DE BEBIDAS DAS/AMERICAS - AMBEV;Ambev;2808708006806;
1532;1;CIA. DE CIMENTO RIBEIRÃO GRANDE;;27184944001607;
1533;1;CIMENTO TUPI S/A;;33039223004613;
1534;1;CLARIANT S/A;;31452113001395;
1535;1;COCAMAR COOPERATIVA AGROINDÚSTRIAL;;79114450014468;
1536;1;COMÉRCIO DE CEREAIS FERLIN LTDA;;94188901000100;
1537;1;COOP CAFEICULTORES;;25863341000545;
1538;1;COOPERATIVA AGRICOLA MISTA GENERAL OSÓRIO LTDA;;90657289001504;
1539;1;COOPERATIVA MISTA AGROPECUÁRIA DO BRASIL - COOPERMIBRA;;2315631001520;
1540;1;COOP. AGROINDÚSTRIAL LAR;;77752293002050;
1541;1;CENTENARIA DISTRIB MAT ESCRITORIO E ESCOLAR LTDA - EPP;;91023168001573;
1542;1;COTRIJAL COOPERATIVA AGROPECUÁRIA E INDÚSTRIAL;;91495549000150;
1543;1;COOP TRIT PANAMBI LTDA;;91982496000100;
1544;1;COOP TRIT REG SÃO LUIZENSE LTDA;;97078463000108;
1545;1;COOP TRIT SANTO ANGELO LTDA;;96203302000802;
1546;1;COOPERATIVA TRITICOLA SARANDI LTDA;;97320451000148;
1547;1;TRANSP. ROD. VALE PIQUIRI;;76302157001296;
1548;1;COTRIJUI COOP.AGROPEC.E INDL.;;90726506000175;
1550;2;SADIA S/A;;20730099000780;
1551;1;S PICININ;;46232021000133;
1552;1;REJAILE DIST. PETRÓLEO LTDA;;209895000179;
1554;1;PANALPINA LTDA;;49728108000194;
1556;1;COOP.AGROIND.DE PRODUTORES DE CANA;;76689058000156;
1557;1;INTEGRADA COOP.AGROINDÚSTRIAL;;993264003109;
1558;1;COOPERBIG - COOP.DE TRANSP.AUTONOMOS;;2898012000100;
1559;3;COOPERATIVA DOS COTONICULTORES;;4476442000160;
1560;1;DISTRIBUIDORA SUPERGIRO;Supergiro;2733336000199;
1561;1;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;CMA CGM;5951386001455;
1562;1;MEDITERRANEO MARMORES E GRANITOS LTDA;;3855413000146;
1563;1;CONTINENTAL DIST. DE PRODUTOS/ALIMENTICIOS;Continental;7452676000165;
1564;2;COMPANHIA TECIDOS SANTANENSE;Santanense;21255567000189;
1565;1;CORADINI ALIMENTOS LTDA;;87675518000103;
1566;1;COXILHA IND.FERTIL.CORRETIVOS LTDA;;91787176000433;
1568;1;ECOFRUITT IMP. E EXP. LTDA;AMBEV;2817149000193;
1571;1;EMFLOPAR EMP. FLORESTAIS PARANÁ;;76641885000331;
1573;1;FERTIGRAN FERTILIZANTES VALE DO RIO GRANDE LTDA;;53400818001210;
1574;1;FERTILIZANTES CENTRO OESTE LTDA;;82040585000219;
1575;1;JOELMA MACIEL FOSCARINI;;4529773000110;
1576;1;FOSSATTI, BRIANCIM;;92023779000340;
1578;1;NUTRI 100 AGRO LTDA;;3518381000193;
1580;1;ODERICH IRMAOS IND. DE ALIMENTOS LTDA;;2202676000193;
1582;1;PASTIFICIO SELMI S/A;;46025722001505;
1583;1;PERDIGÃO AGROINDÚSTRIAL S/A;;86547619011251;
1584;1;PEROBÁLCOOL AÇUCAR E ÁLCOOL;;68767052000121;
1586;1;PILECCO E CIA LTDA;;88944558000257;
1587;1;PLANASUL MATERIAIS DE CONSTR. LTDA;;89316608000133;
1589;1;ROMANI MATERIAIS P/ CONSTRUÇÃO LTDA;;91830893000158;
1590;1;RYGON COM. IMP. E EXP. LTDA;;1397854000205;
1591;1;SIPAL INDUSTRIA E COMERCIO LTDA;;2937632001698;
1593;1;STEMAC S/A GRUPOS GERADORES;;92753268000112;
1594;1;STURM COMÉRCIO DE MATERIAIS DE CONSTR. LTDA;;3007520000114;
1595;1;IND. DE COMPENSADOS SUDATI LTDA;;2314153000309;
1596;1;SUL DEFENSIVOS/AGRICOLAS LTDA;;76676436000167;
1597;1;SUL GOIANA;;37309283000168;
1598;1;VILSON FRANCESCHI;;88470364000186;
1599;2;VEGA DO SUL S/A;;3795031000255;
1600;1;USINA DE ACUCAR E ALCOOL GOIOERE LTDA;;77264224000216;
1601;1;URBANO AGROINDÚSTRIAL LTDA;;84432111000248;
1602;1;TRIGOOD IND. E COM. DE ALIMENTOS LTDA;;7059247000394;
1603;1;TRIGOOD IND. E COM. DE ALIMENTOS LTDA;;7059247000203;
1604;1;TRIALPHA COM. REPRES. E EXP. LTDA;;7522557000131;
1605;1;TRES TENTOS AGROINDUSTRIAL SA;;94813102000170;
1606;1;TJH TRANSP. DE CARGAS RODOVIÁRIAS;;3768627000185;
1607;1;TARUMÃ MAT CONSTRUÇÃO;;93620185000118;
1608;1;SUPERMERCADO SUPERPÃO LTDA;;77883320000161;
1609;1;INCOEX IND. COM E EXPORT. LTDA;;6071705000186;
1611;1;IVAICANA AGROPECUÁRIA LTDA;;81264897000162;
1612;1;JR COMÉRCIO DE CIMENTO E CONCRETO L;;965861000104;
1613;1;KOWALSKI ALIMENTOS S/A;;76537240000353;
1614;1;LAR TRANSPORTES LTDA;;75963827000108;
1615;1;MACROFERTIL - INDÚSTRIA E COMÉRCIO DE FERTILIZANTES LTDA;;76082320000280;
1616;1;MAPPER LOGÍSTICA DE COM. EXT.LTDA;;5256272000170;
1617;1;MARCON E FILHOS LTDA;;93419224000113;
1618;1;MATERIAIS DE CONTRUÇÃO DAL ROOS LTDA;;4025370000134;
1619;1;LUIZ MINOZZO E CIA LTDA;;1917768000197;
1620;1;MOINHO GALÓPOLIS S/A;;88614557000163;
1621;1;MOINHOS CRUZEIRO DO SUL S/A;;88301155002233;
1622;1;RAIZEN TARUMA LTDA;;62092739001108;
1624;1;NIROFLEX IMPORTAÇÃO EXPORTAÇÃO;;79186490000112;
1625;1;NELSÃO MATERIAIS DE CONSTR. LTDA - ME;;92346428000109;
1626;1;VILELA VILELA & CIA LTDA;;78907771000588;
1627;1;COMING IND. COM. DE COUROS LTDA;;129569000828;
1628;1;LUFIR COMÉRCIO SERVICO E TRANSPORTE;;307402000133;
1629;1;VALLETTE DISTRIBUIDORA DE PRODUTOS;;1205311000150;
1630;1;ARC-SUL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA.;;1512260000109;
1631;1;SUCOS DEL VALLE DO BRASIL LTDA;;1895188000146;
1632;1;CONTINENTAL DO BRASIL PRODUTOS/AUTO;;2036483000614;
1633;1;KIMBERLY - CLARK BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTO;;2290277000393;
1634;1;GOIAS INDÚSTRIA E COMÉRCIO DE COLCH;;2748383000297;
1635;1;CIA DE BEBIDAS DAS/AMERICAS - AMBEV;;2808708001170;
1636;2;ESMALTEC S/A;Esmaltec;2948030000230;
1637;1;GEOLAB INDÚSTRIA FARMACEUTICA LTDA;;3485572000104;
1638;1;REIMASSAS PRODUTOS/ALIMENTÍCIOSLTDA;;3874685000193;
1639;1;RMZ DISTRIBUIDORA DE COSMETICOS LTDA;;3975942000183;
1640;1;MARLIN BLUE STONE LTDA;;4380570000105;
1641;1;CMA CGM DO BRASIL AG. MAR LTDA;;5951386000130;
1642;1;CENTROESTE COMUNICAÇÕES EDITORA LTDA;;6128883000104;
1643;1;JAEPEL PAPEIS E EMBALAGENS LTDA;;6142539000161;
1644;1;EXPRESS TRADING IMPORTADORA E EXPOR;;6158619000105;
1645;1;FRIBOISO - IND. DERIVADOS DE CARNE LT;;6217792000137;
1646;1;UNIMETAL INDÚSTRIA COMÉRCIO E EMPREENDIMENTOS LTDA;;15181688000120;
1647;1;ARCOM IMPORTADORA LTDA;;6223035000176;
1648;1;DISTRIVALE DIST. DE PRODUTOS/ALIMEN;;7202230000182;
1649;1;PATER TRADING COMÉRCIO IMPORTAÇÃO E;;7478216000106;
1650;1;FENIX DISTRIBUIDORA LTDA;;7653677000178;
1651;1;COTEMINAS S/A;;7663140000350;
1652;1;CCB - CIMPOR CIMENTOS DO BRASIL LTDA;;10919934000185;
1653;1;RHODIA POLIAMIDA E ESPECIALIDADES;;15179682002596;
1654;2;SAMARCO MINERAÇÃO S/A;Samarco;16628281000161;
1655;1;COSSISA AGROINDÚSTRIAL S/A;;21864236000731;
1656;1;PRODUTOS ERLAN LTDA;;25629874000133;
1657;1;PEVAL S/A;;32631657000739;
1658;1;SICMOL S/A;;33579046000166;
1659;1;COBRA COMÉRCIO DE MATERIAIS ELETRON;;37646445000153;
1661;1;ANGLO AMERICAN NIQUEL BRASIL LTDA;;42184226001535;
1662;1;QUIMICA AMPARO LTDA;;43461789000190;
1663;1;BIOSEV BIOENERGIA S/A;;49213747000117;
1664;1;SEMP TOSHIBA INFORMÁTICA LTDA;;54428040000168;
1665;1;MAEDA S/A AGROINDÚSTRIAL;;57069007000187;
1666;1;WHIRLPOOL S.A;;59105999000348;
1667;1;JOHNSON & JOHNSON INDUSTRIAL LTDA;;59748988000114;
1668;1;KIMBERLY - CLARK KENKO IND.COM.LTDA;;59883868000120;
1669;1;COMPANHIA BRASILEIRA DE BEBIDAS - AMBEV;;60522000000345;
1670;1;SAINT GOBAIN VIDROS S/A;;60853942002430;
1671;1;UNILEVER BRASIL LTDA;;61068276005750;
1672;1;JOHNSON & JOHNSON INDUSTRIAL LTDA;;61192571001131;
1673;1;CBA - CIA BRASILEIRA DE ALUMÍNIO;;61409892000173;
1674;1;DEGUSSA BRASIL LTDA;;62695036004262;
1675;1;FRATELLI VITA BEBIDAS LTDA;;73626293000867;
1676;1;MERCOTRADE AGENCIA MARITIMA LTDA.;;74617358000102;
1677;1;SEMP TOSHIBA ARMAZENS GERAIS LTDA;;96408109000212;
1678;1;GERSON JOSÉ MARQUES;;92642354000158;
1679;1;MOVAL MÓVEIS/ARAPONGAS LTDA;;75400903000169;
1680;1;COMPANHIA COMÉRCIO E CONSTRUÇÕES;;33586082001200;
1682;1;VALE S/A;;33592510002106;
1683;2;VALE S.A.;;33592510037074;
1684;1;MOINHO CANUELAS LTDA;;3763491000463;
1685;1;DIVINE VIDROS DE SEGURANÇA;Divine;4408172000150;
1686;1;LUCAPE SIDERÚRGIA LTDA;Lucape;19651561000502;
1687;1;AMAGRAN IMPORTAÇÃO E EXPORTAÇÃO LTDA;;3799534000118;
1688;1;MASSIMEX IMPORTAÇÕES E EXPORTAÇÕES LTDA;;3208672000185;
1689;1;2 SOFIAS INDÚSTRIA E COMÉRCIO DE MÁRMORES E GRANITOS LTDA;;1812782000207;
1690;1;COXILHA IND.FERTIL.CORRETIVOS LTDA;;91787176000190;
1691;1;BUNGE ALIMENTOS S/A;;84046101046509;
1692;1;BUNGE ALIMENTOS S/A;;84046101036546;
1693;1;PRIMO SCHINCARIOL IND CERV N - NE S/A;;4430717000477;
1695;2;UNIÁLCOOL S/A;;44984490000426;
1696;1;CDA - COMPANHIA DE DISTRIBUICAO ARAGUAIA;;26651646000122;
1698;1;TRANSP. E PREST. DE SERV. GRINGÃO RO;;5793009000110;
1700;1;CEREALISTA NOVA SAFRA LTDA;;19592641000100;
1701;1;VOTORANTIM CIMENTOS BRASIL;;96824594002178;
1702;1;PETROBRAS DISTRIBUIDORA S A;;34274233032993;
1704;1;PETROBRAS DISTRIBUIDORA S A;;34274233008006;
1705;1;CIA DE BEBIDAS DAS/AMERICAS - AMBEV;;2808708005834;
1706;1;BRASKEM S/A;;42150391001738;
1707;1;GERDAU AÇOMINAS S/A;;17227422004275;
1708;1;CIA DE BEBIDAS DAS/AMERICAS - AMBEV;;2808708005915;
1709;1;CIA DE BEBIDAS DAS/AMERICAS - AMBEV;;2808708006059;
1710;1;NESTLE BRASIL;;60409075008218;
1711;1;CIA DE BEBIDAS DAS/AMERICAS - AMBEV;;2808708004358;
1712;1;COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERAIS LTDA;;17249111001534;
1713;1;FERTILIZANTES HERINGER S/A;;22266175002989;
1714;1;CIA DE BEBIDAS DAS/AMERICAS - AMBEV;;2808708004196;
1715;1;PETRÓLEO BRASILEIRO S/A PETROBRAS;;33000167013270;
1716;1;CABEDELO TRANSPORTES;;2066349000151;
1717;1;KICAL - COMERCIAL E INDÚSTRIAL DE CAL;;8213035000110;
1718;1;GERDAU ACOMINAS S/A;;7358761002021;
1719;1;PETRÓLEO BRASILEIRO S/A PETROBRAS;;33000167063618;
1720;2;VALE S/A;;33592510015933;
1721;1;UNIPAR COMMERCE S/A;;5298178000265;
1722;2;GERDAU ACOMINAS S/A;Gerdau Aços Longos;7358761001998;
1724;1;USINA BERTOLO;;56706278000214;
1725;2;AGRENCO DO BRASIL S/A;Agrenco;1806966001660;
1727;1;PETRÓLEO BRASILEIRO S/A PETROBRAS;;33000167112333;
1730;1;BRASTEMP UTILIDADES DOMESTICAS LTDA;;62058318000423;
1732;1;CARGILL AGRICOLA S A;;60498706012244;
1733;1;CENTRONORTE LOGISTICA INTEGRADA LTDA;;1755643000370;
1734;1;LBF AGROPECUÁRIA S/A;;3938016000138;
1735;3;COOPERATIVA AGROPECUÁRIA E;;7572351000116;
1736;1;GERDAU ACOMINAS S/A;;7358761004580;
1737;1;BOEHRINGER INGELHEIM DO BRASIL QUIM;;60831658002110;
1738;1;LORD MEAT IND. COM. IMP. E EXP. LTDA;;7034763000100;
1739;1;MILLENNIUM INORGANIC CHEMICALS DO B;;15115504000124;
1740;1;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO;;47508411083264;
1741;1;GOIASMINAS IND. DE LATICÍNIOS LTDA;;1257995000133;
1742;1;CMN CENTRO OESTE CONSULTORIA E REPRESENTAÇÕES LTDA;;4586100000100;
1743;1;ARC-SUL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA.;;1512260000370;
1744;2;GERDAU ACOS LONGOS S.A.;;7358761004156;
1745;1;INCOMIL INDÚSTRIA E COMÉRCIO DE MINERIOS E MAQUINAS;;30567713000100;
1746;2;PETROBRAS DISTRIBUIDORA S A;;34274233004000;
1747;1;BRASIGRAN BRASILEIRA DE GRANITOS LTDA;;32476525000194;
1748;2;AGRENCO DO BRASIL S/A;;1806966002208;
1749;1;AWB BRASIL EXPORTADORA E IMPORTADORA;AWB;7911842000144;
1750;1;SADIA S/A;;20730099008926;
1751;1;PERSITEC INDÚSTRIA E COMÉRCIO DE PERSIANAS LTDA;;1944890000152;
1752;2;INVISTA NYLON SUL AMERICANA S/A;;21096000174;
1753;1;VPM VIDROS PLANOS E MÓVEIS LTDA;VPM;24840969000139;
1754;2;USINAS SIDERURGICAS DE MINAS GERAIS S/A;;60894730003201;
1756;1;FRATELLI VITA BEBIDAS LTDA;;73626293001324;
1757;1;QUIMICA AMPARO LTDA;;43461789000514;
1758;1;ADM DO BRASIL LTDA;;2003402005215;
1759;2;YARA BRASIL FERTILIZANTES S/A;;92660604011893;
1760;1;COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERAIS LTDA;;17249111001887;
1761;2;URUCUM MINERAÇÃO S/A;Usina de Ferro Ligas;3553344000469;
1762;1;ETGRAN MINERAÇÃO LTDA;Etgran;19677962000612;
1763;1;GRAMIC - GRANITOS E MARMORES LTDA;;35972454000290;
1764;1;TRACOMAL MINERAÇÃO S/A;;450220000117;
1765;1;ADM DO BRASIL LTDA;ADM;2003402006530;
1766;1;AWB BRASIL EXPORTADORA E IMPORTADORA;AWB;7911842000306;
1768;1;DEGUSSA BRASIL LTDA;;62695036004009;
1773;1;GRANSENA EXPORTAÇÃO E COMERCIO LTDA;;24042913000481;
1775;1;KIMBERLY - CLARK BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTO;Kimberly - Clark;2290277002175;
1778;1;WHIRLPOOL S.A;;59105999000186;
1784;1;TINTAS CORAL LTDA;;57483034000100;
1786;1;MINERAÇÃO JUPARANÁ LTDA;;23290216000991;
1788;1;CONSTRUTORA GAUTAMA LTDA;;725347001173;
1789;1;GK TRANSPORTES LTDA;;3369367000175;
1790;1;ALL - AMERICA LATINA LOGÍSTICA INTERMODAL S/A;;3172874000114;
1791;1;ADM DO BRASIL LTDA;;2003402006378;
1792;1;ADM DO BRASIL LTDA;ADM DO BRASIL;2003402002038;
1793;1;BRASILATA S/A EMBALAGENS METÁLICAS;Brasilata;61160438000806;
1797;1;BL IND. E COM. DE CORTINAS LTDA;;5364902000120;
1798;1;ADM DO BRASIL LTDA;ADM DO BRASIL LTDA;2003402007188;
1800;1;TRADEAGRO COM. AGR. IMP. E EXP. LTDA;;8033314000100;
1803;1;SICMOL COM. DE MAT. PARA CONSTRUÇÃO LTDA;;25027400000111;
1804;1;SLLEAR;Sllear;2784405000193;
1807;1;COMAFAL - COMÉRCIO E INDÚSTRIA DE;;8195406000189;
1808;1;INVISTA BRASIL - INDÚSTRIA E COMÉRCIO DE FIBRAS LTDA;;5304987000232;
1809;1;EXPRESSO FIGUEIREDO;Expresso;22463970000166;
1810;2;BUNGE ALIMENTOS S/A;BUNGE ALIMENTOS S/A;84046101034098;
1811;1;MAURICEA ALIMENTOS DO NORDESTE LTDA;;12819074000729;
1812;1;AWB BRASIL EXPORTADORA E IMPORTADORA;AWB;7911842000497;
1813;1;EMBRAEX TRADING IMPORT EXPORT LTDA;Embraex;5525999000106;
1815;1;A B COMÉRCIO DE INSUMOS LTDA;;81175416000576;
1816;1;A B COMÉRCIO DE INSUMOS LTDA;AB;81175416000657;
1818;2;BUNGE FERTILIZANTES S/A;;61082822002016;
1819;2;BUNGE FERTILIZANTES S/A;;61082822004817;
1820;2;BUNGE FERTILIZANTES S/A;;61082822017714;
1821;2;BUNGE FERTILIZANTES S/A;;61082822017803;
1822;2;CIMENTO RIO BRANCO S/A;;64132236000750;
1823;3;COOPAVEL COOPERATIVA AGROINDÚSTRIAL;Coopavel;76098219004124;
1824;3;COOPAVEL COOPERATIVA AGROINDÚSTRIAL;Coopavel;76098219004981;
1825;1;I. RIEDI & CIA LTDA;;77856995001789;
1826;1;IMCOPA IMP.EXP.E IND.DE ÓLEOS LTDA;;78571411000710;
1828;1;TRANSLI TRANSP.LIBERDADE LTDA;;1650438000188;
1829;2;YARA BRASIL FERTILIZANTES S/A;;92660604007276;
1830;1;CARVALHO ATACADO DE ALIMENTOS LTDA;;4180523000118;
1832;1;GUARAVES - GUARABIRA AVES LTDA;;12727145000178;
1833;1;NOTARO ALIMENTOS LTDA;;1682695000100;
1834;1;AGRENCO DO BRASIL S/A;;1806966003441;
1835;1;FERTILIZANTES DO NORDESTE LTDA;;73674202000273;
1836;1;UNISIDER UNIAO SIDERÚRGIA LTDA;Unisider;7957771000110;
1837;1;TINTAS CORAL LTDA;;57483034000606;
1838;1;ADM DO BRASIL LTDA;;2003402002895;
1842;1;ZUCCHI TRADING LTDA;;5364944000161;
1843;1;ZUCCHI STONE LTDA;;7158235000155;
1848;1;MINERAÇÃO SENA EXP. E COM. LTDA;;2878914000185;
1850;1;REGIONAL COM. DE CEREAIS LTDA;;5395555000101;
1853;1;PAMESA DO BRASIL S/A;Pamesa;3428529000107;
1854;1;CARVALHO E FERNANDES LTDA;;11596442000169;
1855;1;CDA - COMPANHIA DE DISTRIBUICAO ARAGUAIA;;26651646000980;
1857;1;METALGRAFICA CEARENSE S/A - MECESA;;7203615000164;
1859;1;NOVELIS DO BRASIL LTDA;NOVELIS;60561800004109;
1860;2;FIBRIA CELULOSE S/A;;60643228019302;
1861;1;MINERAÇÕES BRASILEIRAS REUNIDAS;;33417445009187;
1862;1;CIA DE BEBIDAS DAS/AMERICAS - AMBEV;;2808708000280;
1863;1;PIRELLI PNEUS S/A;;59179838000480;
1864;1;PNEULANDIA COMERCIAL LIMITADA;;1536085000190;
1865;1;NYK LINE DO BRASIL LIMITADA;;4658184000132;
1866;1;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766000505;
1867;2;COSAN LUBRIFICANTES E ESPECIALIDADES S/A;;33000092015352;
1868;1;DVG INDÚSTRIA E COMÉRCIO DE PLASTICOS LTDA;;1230897000455;
1869;1;PIRELLI PNEUS S/A;;59179838002857;
1870;1;BRASKEM S/A;;42150391003005;
1871;1;MINERAÇÃO J. MENDES LTDA;;21260641000155;
1872;1;FUNDAÇÃO LUK LTDA;;7702969000153;
1873;1;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS PEDERNEIRAS LTDA;;8142768000101;
1874;1;TRANS - SISTEMAS DE TRANSPORTES S;;2249216000110;
1875;1;GEFCO LOGÍSTICA DO BRASIL LTDA;;3094658001412;
1876;1;SUZANO PETROQUÍMICA;;4705090000410;
1877;1;SAMARCO MINERAÇÃO S/A;;16628281000323;
1878;2;AVG MINERAÇÃO S/A;AVG Mineração;66468208000229;
1879;2;USIFAST LOGÍSTICA INDÚSTRIAL S/A;Usifast Filial de Contagem Ii;86613403001446;
1880;1;COOP.AGROP.CASTROLANDA LTDA;;76108349000103;
1884;3;COTRIJAL COOPERATIVA AGROPECUÁRIA E INDÚSTRIAL;;91495549002012;
1885;1;COOP.REG.TRIT.SANTIAGUENSE LTDA;;96134614000135;
1886;1;RHALL TERMINAIS LTDA;;6078755000195;
1887;1;SOLAE DO BRASIL IND.E COM.DE ALIM.L;;5547514000185;
1888;1;SERRARIAS CAMPOS DE PALMAS;;76912492000153;
1889;1;INDÚSTRIA DE COMPENSADOS GUARARAPES;;77911261000198;
1890;1;RIGESA CELULOSE, PAPEL E EMB. LTDA;;45989050001404;
1895;1;DESTILARIA PARAGUAÇÚ;;52189420000161;
1897;1;COOPERATIVA TRITICOLA SANTA ROSA LTDA;;95821310000183;
1898;1;FERGUBEL FERRO GUSA BELA VISTA LTDA;FERGUBEL FERRO GUSA BELA VISTA LTDA;6368447000102;
1899;1;SIDERÚRGICA GAFANHOTO LTDA;Gafanhoto;20141438000105;
1900;1;G - 3 AGROAVICOLA LTDA;;4517974000106;
1901;1;IRCA NUTRICAO E AVICULTURA S/A;;9984980000189;
1902;2;YARA BRASIL FERTILIZANTES S/A;YARA BRASIL FERTILIZANTES S/A;92660604011974;
1903;1;CIA DE BEBIDAS DAS/AMERICAS - AMBEV;;2808708007020;
